Year,Serie de tiempo,Entidad federativa,Municipios,Sexo,Poblaciones,GeoCode,Value
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Abasolo,,Hablantes de lengua indigena,5001,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Abasolo,,Discapacidad,5001,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Abasolo,,Afromexicana o afrodescendiente,5001,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Abasolo,,Residentes en otra entidad 5 años atrás,5001,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Acuña,Total,,5002,99.57163051
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Acuña,Hombres,,5002,99.49971255
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Acuña,Mujeres,,5002,99.64425559
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Acuña,,Hablantes de lengua indigena,5002,99.30555556
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Acuña,,Discapacidad,5002,99.50431724
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Acuña,,Afromexicana o afrodescendiente,5002,99.43411479
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Acuña,,Residentes en otra entidad 5 años atrás,5002,99.14978292
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Allende,Total,,5003,99.92181731
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Allende,Hombres,,5003,99.88633383
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Allende,Mujeres,,5003,99.95684447
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Allende,,Hablantes de lengua indigena,5003,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Allende,,Discapacidad,5003,99.80059821
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Allende,,Afromexicana o afrodescendiente,5003,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Allende,,Residentes en otra entidad 5 años atrás,5003,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Arteaga,Total,,5004,99.46404342
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Arteaga,Hombres,,5004,99.33043187
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Arteaga,Mujeres,,5004,99.60123754
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Arteaga,,Hablantes de lengua indigena,5004,94.23076923
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Arteaga,,Discapacidad,5004,98.88178914
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Arteaga,,Afromexicana o afrodescendiente,5004,99.58467928
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Arteaga,,Residentes en otra entidad 5 años atrás,5004,99.90645463
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Candela,Total,,5005,99.57369062
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Candela,Hombres,,5005,99.64412811
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Candela,Mujeres,,5005,99.49937422
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Candela,,Hablantes de lengua indigena,5005,0.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Candela,,Discapacidad,5005,98.86363636
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Candela,,Afromexicana o afrodescendiente,5005,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Candela,,Residentes en otra entidad 5 años atrás,5005,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Castaños,Total,,5006,99.61502767
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Castaños,Hombres,,5006,99.56086181
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Castaños,Mujeres,,5006,99.66939872
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Castaños,,Hablantes de lengua indigena,5006,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Castaños,,Discapacidad,5006,99.47257384
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Castaños,,Afromexicana o afrodescendiente,5006,99.00990099
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Castaños,,Residentes en otra entidad 5 años atrás,5006,97.22222222
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Cuatro Ciénegas,Total,,5007,97.38376675
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Cuatro Ciénegas,Hombres,,5007,97.24192277
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Cuatro Ciénegas,Mujeres,,5007,97.52561072
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Cuatro Ciénegas,,Hablantes de lengua indigena,5007,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Cuatro Ciénegas,,Discapacidad,5007,98.72881356
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Cuatro Ciénegas,,Afromexicana o afrodescendiente,5007,96.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Cuatro Ciénegas,,Residentes en otra entidad 5 años atrás,5007,99.47643979
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Escobedo,Total,,5008,99.70404472
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Escobedo,Hombres,,5008,99.54098361
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Escobedo,Mujeres,,5008,99.86807388
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Escobedo,,Hablantes de lengua indigena,5008,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Escobedo,,Discapacidad,5008,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Escobedo,,Afromexicana o afrodescendiente,5008,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Escobedo,,Residentes en otra entidad 5 años atrás,5008,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Francisco I. Madero,Total,,5009,99.83214364
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Francisco I. Madero,Hombres,,5009,99.79098852
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Francisco I. Madero,Mujeres,,5009,99.87245754
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Francisco I. Madero,,Hablantes de lengua indigena,5009,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Francisco I. Madero,,Discapacidad,5009,99.73881815
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Francisco I. Madero,,Afromexicana o afrodescendiente,5009,99.65870307
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Francisco I. Madero,,Residentes en otra entidad 5 años atrás,5009,99.69442322
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Frontera,Total,,5010,99.77517439
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Frontera,Hombres,,5010,99.73742433
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Frontera,Mujeres,,5010,99.81290244
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Frontera,,Hablantes de lengua indigena,5010,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Frontera,,Discapacidad,5010,99.54036196
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Frontera,,Afromexicana o afrodescendiente,5010,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Frontera,,Residentes en otra entidad 5 años atrás,5010,97.68339768
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,General Cepeda,Total,,5011,99.11392405
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,General Cepeda,Hombres,,5011,98.99389741
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,General Cepeda,Mujeres,,5011,99.23967513
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,General Cepeda,,Hablantes de lengua indigena,5011,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,General Cepeda,,Discapacidad,5011,99.41634241
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,General Cepeda,,Afromexicana o afrodescendiente,5011,99.45355191
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,General Cepeda,,Residentes en otra entidad 5 años atrás,5011,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Guerrero,Total,,5012,99.3247391
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Guerrero,Hombres,,5012,99.19908467
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Guerrero,Mujeres,,5012,99.47019868
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Guerrero,,Hablantes de lengua indigena,5012,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Guerrero,,Discapacidad,5012,97.05882353
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Guerrero,,Afromexicana o afrodescendiente,5012,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Guerrero,,Residentes en otra entidad 5 años atrás,5012,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Hidalgo,Total,,5013,99.30835735
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Hidalgo,Hombres,,5013,98.88392857
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Hidalgo,Mujeres,,5013,99.76162098
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Hidalgo,,Hablantes de lengua indigena,5013,0.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Hidalgo,,Discapacidad,5013,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Hidalgo,,Afromexicana o afrodescendiente,5013,0.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Hidalgo,,Residentes en otra entidad 5 años atrás,5013,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Jiménez,Total,,5014,98.71534097
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Jiménez,Hombres,,5014,98.33754209
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Jiménez,Mujeres,,5014,99.10655916
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Jiménez,,Hablantes de lengua indigena,5014,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Jiménez,,Discapacidad,5014,99.33920705
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Jiménez,,Afromexicana o afrodescendiente,5014,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Jiménez,,Residentes en otra entidad 5 años atrás,5014,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Juárez,Total,,5015,99.55752212
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Juárez,Hombres,,5015,99.23566879
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Juárez,Mujeres,,5015,99.87452949
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Juárez,,Hablantes de lengua indigena,5015,0.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Juárez,,Discapacidad,5015,99.36305732
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Juárez,,Afromexicana o afrodescendiente,5015,0.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Juárez,,Residentes en otra entidad 5 años atrás,5015,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Lamadrid,Total,,5016,99.65986395
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Lamadrid,Hombres,,5016,99.67672414
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Lamadrid,Mujeres,,5016,99.64114833
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Lamadrid,,Hablantes de lengua indigena,5016,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Lamadrid,,Discapacidad,5016,98.68421053
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Lamadrid,,Afromexicana o afrodescendiente,5016,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Lamadrid,,Residentes en otra entidad 5 años atrás,5016,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Matamoros,Total,,5017,99.81493744
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Matamoros,Hombres,,5017,99.76837554
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Matamoros,Mujeres,,5017,99.86053702
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Matamoros,,Hablantes de lengua indigena,5017,98.18181818
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Matamoros,,Discapacidad,5017,99.80943306
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Matamoros,,Afromexicana o afrodescendiente,5017,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Matamoros,,Residentes en otra entidad 5 años atrás,5017,99.545684
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Monclova,Total,,5018,99.73272611
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Monclova,Hombres,,5018,99.69793903
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Monclova,Mujeres,,5018,99.76696986
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Monclova,,Hablantes de lengua indigena,5018,99.53703704
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Monclova,,Discapacidad,5018,99.73956146
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Monclova,,Afromexicana o afrodescendiente,5018,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Monclova,,Residentes en otra entidad 5 años atrás,5018,99.69325153
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Morelos,Total,,5019,99.79677378
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Morelos,Hombres,,5019,99.76958525
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Morelos,Mujeres,,5019,99.82354424
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Morelos,,Hablantes de lengua indigena,5019,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Morelos,,Discapacidad,5019,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Morelos,,Afromexicana o afrodescendiente,5019,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Morelos,,Residentes en otra entidad 5 años atrás,5019,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Múzquiz,Total,,5020,98.47830643
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Múzquiz,Hombres,,5020,98.34184742
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Múzquiz,Mujeres,,5020,98.6150747
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Múzquiz,,Hablantes de lengua indigena,5020,98.98989899
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Múzquiz,,Discapacidad,5020,99.30438954
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Múzquiz,,Afromexicana o afrodescendiente,5020,98.84467266
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Múzquiz,,Residentes en otra entidad 5 años atrás,5020,99.81447124
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Nadadores,Total,,5021,99.84704803
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Nadadores,Hombres,,5021,99.69154843
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Nadadores,Mujeres,,5021,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Nadadores,,Hablantes de lengua indigena,5021,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Nadadores,,Discapacidad,5021,99.58762887
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Nadadores,,Afromexicana o afrodescendiente,5021,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Nadadores,,Residentes en otra entidad 5 años atrás,5021,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Nava,Total,,5022,99.64287876
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Nava,Hombres,,5022,99.63155352
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Nava,Mujeres,,5022,99.65425209
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Nava,,Hablantes de lengua indigena,5022,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Nava,,Discapacidad,5022,99.44598338
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Nava,,Afromexicana o afrodescendiente,5022,98.64864865
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Nava,,Residentes en otra entidad 5 años atrás,5022,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Ocampo,Total,,5023,96.29707553
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Ocampo,Hombres,,5023,95.87607714
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Ocampo,Mujeres,,5023,96.74006908
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Ocampo,,Hablantes de lengua indigena,5023,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Ocampo,,Discapacidad,5023,94.52830189
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Ocampo,,Afromexicana o afrodescendiente,5023,97.56097561
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Ocampo,,Residentes en otra entidad 5 años atrás,5023,97.24137931
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Parras,Total,,5024,99.60472523
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Parras,Hombres,,5024,99.5581935
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Parras,Mujeres,,5024,99.65241253
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Parras,,Hablantes de lengua indigena,5024,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Parras,,Discapacidad,5024,99.58010336
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Parras,,Afromexicana o afrodescendiente,5024,100.0
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Parras,,Residentes en otra entidad 5 años atrás,5024,99.87515605
2020,Censo de Población y Vivienda,Coahuila de Zaragoza,Piedras Negras,Total,,5025,99.67786971
